rank,company,revenues,revenue % change,profits,profits % change,assets,market val,change in rank 1000,employees,change in rank 500,year
56,Humana2018,53767,-0.011,2448,2.987,27178,37122,-3,"45,900",-3,2018.00
57,Pfizer2018,52546,-0.005,21308,1.953,171797,211115.3,-3,"90,200",-3,2018.00
58,HP2018,52056,0.079,2526,0.012,32913,35893.3,3,"49,000",3,2018.00
59,Lockheed Martin2018,51048,0.008,2002,-0.622,46521,96588.6,-3,"100,000",-3,2018.00
60,AIG2018,49520,-0.054,-6084,-,498301,49144.7,-5,"49,800",-5,2018.00
61,Centene2018,48572,0.193,828,0.473,21855,18703.5,5,"33,700",5,2018.00
62,Cisco Systems2018,48005,-0.025,9609,-0.105,129818,206623.3,-2,"72,900",-2,2018.00
63,HCA Healthcare2018,47653,0.065,2216,-0.233,36593,34165.1,-,"221,491",-,2018.00
64,Energy Transfer Equity2018,47487,0.266,954,-0.041,86246,15334.7,15,"29,486",15,2018.00
65,Caterpillar2018,45462,0.18,754,-,76962,88078.1,9,"98,400",9,2018.00
66,Nationwide2018,43939.9,0.096,246.5,-0.262,221256.9,-,2,"33,135",2,2018.00
67,Morgan Stanley2018,43642,0.15,6111,0.022,851733,96688,9,"57,633",9,2018.00
68,Liberty Mutual Insurance Group2018,42687,0.114,17,-0.983,142502,-,7,"50,000",7,2018.00
69,New York Life Insurance2018,42296,0.037,1866.9,0.716,303182.8,-,-4,"11,114",-4,2018.00
70,Goldman Sachs Group2018,42254,0.12,4286,-0.421,916776,95462.5,8,"36,600",8,2018.00
71,American Airlines Group2018,42207,0.05,1919,-0.283,51396,24584.3,-4,"126,600",-4,2018.00
72,Best Buy2018,42151,0.07,1000,-0.186,13049,20459.9,-,"125,000",-,2018.00
73,Cigna2018,41616,0.049,2237,0.198,61753,40734.6,-3,"46,000",-3,2018.00
74,Charter Communications2018,41581,0.434,9895,1.809,146623,80953.7,22,"94,800",22,2018.00
75,Delta Air Lines2018,41244,0.04,3577,-0.182,53292,38745.9,-4,"86,564",-4,2018.00
76,Facebook2018,40653,0.471,15934,0.56,84524,464190.1,22,"25,105",22,2018.00
77,Honeywell International2018,40534,0.031,1655,-0.656,59387,108148.5,-4,"131,000",-4,2018.00
78,Merck2018,40122,0.008,2394,-0.389,87872,146861.5,-9,"69,000",-9,2018.00
79,Allstate2018,38524,0.054,3189,0.699,112422,33477.6,5,"42,680",5,2018.00
80,Tyson Foods2018,38260,0.037,1774,0.003,28066,29233.1,2,"122,000",2,2018.00
81,United Continental Holdings2018,37736,0.032,2131,-0.058,42326,19778.1,2,"89,800",2,2018.00
82,Oracle2018,37728,0.018,9335,0.049,134991,186765.8,-1,"138,000",-1,2018.00
83,Tech Data2018,36775,0.402,116.6,-0.402,12652.6,3248.9,24,"14,000",24,2018.00
84,TIAA2018,36025.3,-0.029,1049.7,-0.297,583631.7,-,-4,"16,829",-4,2018.00
85,TJX2018,35864.7,0.081,2607.9,0.135,14058,51570.6,2,"249,000",2,2018.00
86,American Express2018,35583,0.052,2736,-0.494,181159,80234.3,-,"55,000",-,2018.00
87,Coca-Cola2018,35410,-0.154,1248,-0.809,87896,185207.2,-23,"61,800",-23,2018.00
88,Publix Super Markets2018,34836.8,0.016,2291.9,0.131,18183.5,-,-3,"193,000",-3,2018.00
89,Nike2018,34350,0.061,4240,0.128,23259,108093.9,-1,"74,400",-1,2018.00
90,Andeavor2018,34204,0.425,1528,1.082,28573,15386,27,"14,300",27,2018.00
91,World Fuel Services2018,33695.5,0.247,-170.2,-2.345,5587.8,1660.7,12,"5,000",12,2018.00
92,Exelon2018,33531,0.069,3770,2.325,116700,37644.1,-3,"34,621",-3,2018.00
93,Massachusetts Mutual Life Insurance2018,33495.4,-0.114,513,-0.597,288854.8,-,-16,"11,811",-16,2018.00
94,Rite Aid2018,32845.1,0.069,4.1,-0.976,11593.8,1793.4,-3,"70,430",-3,2018.00
95,ConocoPhillips2018,32584,0.338,-855,-,73362,69640.7,20,"11,400",20,2018.00
96,CHS2018,31934.8,0.052,127.9,-0.699,15973.8,-,-3,"11,626",-3,2018.00
97,3M2018,31657,0.051,4858,-0.038,37987,130550.3,-3,"91,536",-3,2018.00
98,Time Warner2018,31271,0.067,5247,0.336,69209,73758.4,-3,"26,000",-3,2018.00
99,General Dynamics2018,30973,-0.012,2912,-0.015,35046,65845.4,-9,"98,600",-9,2018.00
100,USAA2018,30015.8,0.106,2421.9,0.361,155390.5,-,2,"32,705",2,2018.00
101,Capital One Financial2018,29999,0.09,1982,-0.472,365693,46583.9,-1,"49,300",-1,2018.00
102,Deere2018,29737.7,0.116,2159.1,0.417,65786.3,50290.7,3,"60,476",3,2018.00
103,INTL FCStone2018,29423.6,0.994,6.4,-0.883,6243.4,804.3,86,"1,607",86,2018.00
104,Northwestern Mutual2018,29331,0.018,1017,0.243,265049,-,-7,"5,437",-7,2018.00
105,Enterprise Products Partners2018,29241.5,0.27,2799.3,0.114,54418.1,52903.6,17,"7,000",17,2018.00
106,Travelers Cos.2018,28902,0.046,2056,-0.318,103483,37690.5,-7,"30,800",-7,2018.00
107,Hewlett Packard Enterprise2018,28871,-0.424,344,-0.891,61406,27243.2,-48,"66,000",-48,2018.00
108,Philip Morris International2018,28748,0.077,6035,-0.134,42968,154513.8,-4,"80,600",-4,2018.00
109,Twenty-First Century Fox2018,28500,0.043,2952,0.072,50724,67969.3,-8,"21,700",-8,2018.00
110,AbbVie2018,28216,0.101,5309,-0.108,70786,150179.9,1,"29,000",1,2018.00
111,Abbott Laboratories2018,27390,0.313,477,-0.659,76250,104640.3,24,"99,000",24,2018.00
112,Progressive2018,26839,0.145,1592.2,0.544,38701.2,35478.1,8,"33,656",8,2018.00
113,Arrow Electronics2018,26812.5,0.125,402,-0.231,16462.8,6749.6,5,"18,800",5,2018.00
114,Kraft Heinz2018,26232,-0.01,10999,2.028,120232,75919.9,-8,"39,000",-8,2018.00
115,Plains GP Holdings2018,26223,0.299,-731,-8.777,26753,6328.2,26,"4,850",26,2018.00
116,Gilead Sciences2018,26107,-0.141,4628,-0.657,70283,98297.3,-24,"10,000",-24,2018.00
117,Mondelez International2018,25896,-0.001,2922,0.761,63109,62066.2,-8,"83,000",-8,2018.00
118,Northrop Grumman2018,25803,0.053,2015,-0.084,34917,60777.5,-4,"70,000",-4,2018.00
119,Raytheon2018,25348,0.053,2024,-0.085,30860,62265.4,-3,"64,000",-3,2018.00
120,Macy's2018,24837,-0.037,1547,1.499,19381,9064.8,-10,"130,000",-10,2018.00
121,US Foods Holding2018,24147.2,0.054,444.3,1.118,9037.2,7065.3,3,"25,204",3,2018.00
122,U.S. Bancorp2018,23996,0.055,6218,0.056,462040,83367,3,"72,402",3,2018.00
123,Dollar General2018,23471,0.068,1539,0.23,12516.9,25140.8,5,"129,000",5,2018.00
124,International Paper2018,23302,0.105,2144,1.372,33903,22063.4,9,"56,000",9,2018.00
125,Duke Energy2018,23189,-0.008,3059,0.421,137914,54275.9,-4,"29,060",-4,2018.00
126,Southern2018,23031,0.158,842,-0.656,111005,45024.4,19,"31,344",19,2018.00
127,Marriott International2018,22894,0.341,1372,0.759,23948,48531.2,36,"177,000",36,2018.00
128,Avnet2018,22872.1,-0.128,525.3,0.037,9699.6,5008.9,-20,"15,700",-20,2018.00
129,Eli Lilly2018,22871.3,0.078,-204.1,-1.075,44981,84542.2,3,"40,655",3,2018.00
130,Amgen2018,22849,-0.006,1979,-0.744,79954,122841.5,-7,"20,800",-7,2018.00
131,McDonald's2018,22820.4,-0.073,5192.3,0.108,33803.7,124243.6,-19,"235,000",-19,2018.00
132,Starbucks2018,22386.8,0.05,2884.7,0.024,14365.6,81370.2,-1,"277,000",-1,2018.00
133,Qualcomm2018,22291,-0.054,2466,-0.568,65486,82026.9,-14,"33,800",-14,2018.00
134,Dollar Tree2018,22245.5,0.074,1714.3,0.913,16332.8,22523.2,2,"116,200",2,2018.00
135,PBF Energy2018,21786.6,0.368,415.5,1.433,8118,3751.8,37,"3,165",37,2018.00
136,Icahn Enterprises2018,21744,0.33,2430,-,31801,9900.8,32,"89,034",32,2018.00
137,Aflac2018,21667,-0.04,4604,0.731,137217,34038.1,-11,"11,318",-11,2018.00
138,AutoNation2018,21534.6,-0.003,434.6,0.01,10271.5,4295.6,-9,"26,000",-9,2018.00
139,Penske Automotive Group2018,21389,0.062,613.3,0.789,10540.6,3817.2,3,"26,000",3,2018.00
140,Whirlpool2018,21253,0.026,350,-0.606,20038,10823.7,-3,"92,000",-3,2018.00
141,Union Pacific2018,21240,0.065,10712,1.531,57806,104261.1,2,"41,992",2,2018.00
142,Southwest Airlines2018,21171,0.037,3488,0.554,25110,33677.8,-4,"56,110",-4,2018.00
143,ManpowerGroup2018,21034.3,0.07,545.4,0.229,8883.6,7614.2,3,"29,000",3,2018.00
144,Thermo Fisher Scientific2018,20918,0.145,2225,0.101,56669,82952.3,10,"66,100",10,2018.00
145,Bristol-Myers Squibb2018,20776,0.069,1007,-0.774,33551,103415.3,2,"23,700",2,2018.00
146,Halliburton2018,20620,0.298,-463,-,25085,41068.3,27,"55,000",27,2018.00
147,Tenet Healthcare2018,20613,-0.022,-704,-,23385,2451.9,-13,"111,980",-13,2018.00
148,Lear2018,20467,0.103,1313.4,0.347,11945.9,12453.2,3,"165,000",3,2018.00
149,Cummins2018,20428,0.167,999,-0.283,18075,26757.3,10,"58,600",10,2018.00
150,Micron Technology2018,20322,0.639,5089,-,35336,60470.1,76,"34,100",76,2018.00
151,Nucor2018,20252.4,0.25,1318.7,0.656,15841.3,19432.2,18,"25,100",18,2018.00
152,Molina Healthcare2018,19883,0.118,-512,-,8471,4867.4,4,"20,000",4,2018.00
153,Fluor2018,19521,0.025,191.4,-0.32,9327.7,8005.9,-4,"56,706",-4,2018.00
154,Altria Group2018,19494,0.008,10222,-0.282,43202,118436,-6,"8,300",-6,2018.00
155,Paccar2018,19456.4,0.142,1675.2,2.211,23440.2,23297.5,9,"25,000",9,2018.00
156,Hartford Financial Services2018,19228,0.051,-3131,-4.494,225260,18391.7,-3,"16,400",-3,2018.00
157,Kohl's2018,19095,0.022,859,0.545,13340,11021.2,-7,"85,000",-7,2018.00
158,Western Digital2018,19093,0.469,397,0.64,29860,27455.9,59,"67,629",59,2018.00
159,Jabil2018,19063.1,0.039,129.1,-0.492,11096,5034.5,-7,"170,000",-7,2018.00
160,Community Health Systems2018,18477,-0.136,-2459,-,17450,453.9,-30,"86,000",-30,2018.00
161,Visa2018,18358,0.217,6699,0.118,67977,270221.6,26,"15,000",26,2018.00
162,Danaher2018,18329.7,-0.079,2492.1,-0.024,46648.6,68384.5,-18,"67,000",-18,2018.00
163,Kimberly-Clark2018,18259,0.003,2278,0.052,15151,38552.7,-8,"42,000",-8,2018.00
164,AECOM2018,18203.4,0.046,339.4,2.531,14397,5671.2,-3,"87,000",-3,2018.00
165,PNC Financial Services2018,18035,0.098,5338,0.368,380768,71323.3,1,"51,632",1,2018.00
166,CenturyLink2018,17656,0.011,1389,1.219,75611,17577.8,-6,"51,000",-6,2018.00
167,NextEra Energy2018,17195,0.064,5378,0.847,97827,76894.8,3,"14,000",3,2018.00
168,PG&E Corp.2018,17135,-0.03,1646,0.182,68012,22663.9,-11,"23,000",-11,2018.00
169,Synnex2018,17045.7,0.212,301.2,0.282,7698.5,4702.1,29,"113,600",29,2018.00
170,WellCare Health Plans2018,17007.2,0.195,373.7,0.544,8364.6,8622.2,25,"8,900",25,2018.00
171,Performance Food Group2018,16761.8,0.041,96.3,0.41,3804.1,3104.4,-,"14,000",-,2018.00
172,Sears Holdings2018,16702,-0.246,-383,-,7262,288.2,-45,"89,000",-45,2018.00
173,Synchrony Financial2018,16695,0.104,1935,-0.14,95808,25490.1,12,"16,000",12,2018.00
174,CarMax2018,16637.1,0.051,627,0.006,16279.4,11201.7,-,"24,344",-,2018.00
175,Bank of New York Mellon2018,16621,0.06,4090,0.153,371758,51918.9,2,"52,500",2,2018.00
176,Freeport-McMoRan2018,16416,0.04,1817,-,37302,25438.6,-1,"25,200",-1,2018.00
177,Genuine Parts2018,16308.8,0.063,616.8,-0.103,12412.4,13182.6,3,"48,000",3,2018.00
178,Emerson Electric2018,16301,-0.196,1518,-0.072,19589,43359.4,-39,"76,500",-39,2018.00
179,DaVita2018,16038.2,0.055,663.6,-0.246,18948.2,12001.1,2,"74,500",2,2018.00
180,Supervalu2018,16009,-0.087,650,2.652,3580,585,-22,"29,000",-22,2018.00
181,Gap2018,15855,0.022,848,0.254,7989,12146.7,-3,"135,000",-3,2018.00
182,General Mills2018,15619.8,-0.057,1657.5,-0.024,21812.6,26715.6,-17,"38,000",-17,2018.00
183,Nordstrom2018,15478,0.049,437,0.234,8115,8122.7,5,"76,000",5,2018.00
184,Colgate-Palmolive2018,15454,0.017,2024,-0.171,12676,62607.3,-2,"35,900",-2,2018.00
185,American Electric Power2018,15424.9,-0.058,1912.6,2.131,64729.1,33766.4,-18,"17,666",-18,2018.00
186,XPO Logistics2018,15380.8,0.052,340.2,3.93,12601.6,12210.4,5,"95,000",5,2018.00
187,Goodyear Tire & Rubber2018,15377,0.014,346,-0.726,17064,6391.9,-3,"64,000",-3,2018.00
188,Omnicom Group2018,15273.6,-0.009,1088.4,-0.052,24931.2,16733.5,-9,"77,300",-9,2018.00
189,CDW2018,15191.5,0.087,523,0.232,6956.6,10716.9,10,"8,726",10,2018.00
190,Sherwin-Williams2018,14983.8,0.264,1772.3,0.565,19958.4,36899,46,"52,695",46,2018.00
191,PPG Industries2018,14967,-0.014,1591,0.814,16538,27824.4,-8,"47,200",-8,2018.00
192,Texas Instruments2018,14961,0.119,3682,0.024,17642,102134.9,14,"29,714",14,2018.00
193,C.H. Robinson Worldwide2018,14869.4,0.131,504.9,-0.017,4235.8,13152.6,19,"15,074",19,2018.00
194,WestRock2018,14859.7,0.01,708.2,-,25089,16371.5,-4,"44,800",-4,2018.00
195,Cognizant Technology Solutions2018,14810,0.098,1504,-0.032,15221,47338.1,10,"260,000",10,2018.00
196,Newell Brands2018,14742.2,0.111,2748.8,4.208,33135.5,12362.9,12,"49,000",12,2018.00
197,CBS2018,14710,0.023,357,-0.717,20843,19668,-4,"14,715",-4,2018.00
198,Envision Healthcare2018,14700.5,2.204,-228,-,16572.6,4647.2,340,"57,750",-,2018.00
199,Monsanto2018,14640,0.084,2260,0.692,21333,51443.7,5,"21,900",5,2018.00
200,Aramark2018,14604.4,0.013,373.9,0.299,11006.2,9725.1,-8,"215,000",-8,2018.00
201,Applied Materials2018,14537,0.343,3434,0.995,19419,58428.7,64,"18,400",64,2018.00
202,Waste Management2018,14485,0.064,1949,0.649,21829,36371.7,-1,"42,300",-1,2018.00
203,DISH Network2018,14391.4,-0.047,2098.7,0.448,29773.8,17681.5,-17,"17,000",-17,2018.00
204,Illinois Tool Works2018,14314,0.053,1687,-0.171,16780,53141.6,-2,"50,000",-2,2018.00
205,Lincoln National2018,14257,0.07,2079,0.744,281763,15945.9,2,"9,047",2,2018.00
206,HollyFrontier2018,14251.3,0.353,805.4,-,10692.2,8650.2,68,"3,522",68,2018.00
207,CBRE Group2018,14209.6,0.087,691.5,0.209,11483.8,16042.4,7,"80,000",7,2018.00
208,Textron2018,14198,0.03,307,-0.681,15340,15292.9,-8,"37,000",-8,2018.00
209,Ross Stores2018,14134.7,0.099,1362.8,0.219,5722.1,29799.7,10,"82,700",10,2018.00
210,Principal Financial2018,14093.2,0.137,2310.4,0.755,253941.2,17643,17,"15,378",17,2018.00
211,D.R. Horton2018,14091,0.159,1038.4,0.172,12184.6,16480.4,21,"7,735",21,2018.00
212,Marsh & McLennan2018,14024,0.062,1492,-0.156,20429,41924.4,-2,"64,000",-2,2018.00
213,Devon Energy2018,13949,0.144,898,-,30241,16724.7,18,"3,414",18,2018.00
214,AES2018,13850,-0.031,-1161,-,33112,7509.8,-20,"10,500",-20,2018.00
215,Ecolab2018,13838.3,0.052,1508.4,0.227,19962.4,39523.9,-4,"48,400",-4,2018.00
216,Land O'Lakes2018,13740.4,0.038,314.2,0.283,9508.9,-,-7,"10,000",-7,2018.00
217,Loews2018,13735,0.048,1164,0.78,79586,16134.3,-4,"18,100",-4,2018.00
218,Kinder Morgan2018,13705,0.05,183,-0.742,79055,33223.4,-3,"10,897",-3,2018.00
219,FirstEnergy2018,13627,-0.037,-1724,-,42257,16174.8,-23,"15,617",-23,2018.00
220,Occidental Petroleum2018,13274,0.277,1311,-,42026,49737.9,58,"11,000",58,2018.00
221,Viacom2018,13263,0.062,1874,0.303,23698,12918.9,3,"11,200",3,2018.00
222,PayPal Holdings2018,13094,0.208,1795,0.281,40774,91056.2,42,"18,700",42,2018.00
223,NGL Energy Partners2018,13022.2,0.109,137,-,6320.4,1331.9,14,"2,700",14,2018.00
224,Celgene2018,13003,0.158,2940,0.471,30141,67101.6,30,"7,467",30,2018.00
225,Arconic2018,12960,0.046,-74,-,18718,11123.9,3,"41,500",3,2018.00
226,Kellogg2018,12923,-0.007,1269,0.829,16350,22531.9,-10,"32,944",-10,2018.00
227,Las Vegas Sands2018,12882,0.129,2806,0.68,20687,56720.6,22,"50,500",22,2018.00
228,Stanley Black & Decker2018,12747.2,0.117,1226,0.27,19079.9,23609.9,22,"57,765",22,2018.00
229,Booking Holdings2018,12681.1,0.18,2340.8,0.096,25451.3,100459.1,39,"22,900",39,2018.00
230,Lennar2018,12646.4,0.155,810.5,-0.111,18745,18738.2,30,"9,111",30,2018.00
231,L Brands2018,12632.4,0.005,983,-0.151,8149,10655.2,-11,"59,200",-11,2018.00
232,DTE Energy2018,12607,0.186,1134,0.306,33767,18759.9,40,"10,200",40,2018.00
233,Dominion Energy2018,12586,0.072,2999,0.413,76585,45344.1,5,"16,200",5,2018.00
234,Reinsurance Group of America2018,12515.8,0.086,1822.2,1.598,60514.8,9930.1,12,"2,640",12,2018.00
235,J.C. Penney2018,12506,-0.003,-116,-,8413,942.9,-14,"98,000",-14,2018.00
236,Mastercard2018,12497,0.16,3915,-0.035,21329,184160.6,31,"13,400",31,2018.00
237,BlackRock2018,12491,0.12,4970,0.567,220217,87064.5,18,"13,900",18,2018.00
238,Henry Schein2018,12461.5,0.077,406.3,-0.198,7811.2,10329.8,5,"22,000",5,2018.00
239,Guardian Life Ins. Co. of America2018,12454.5,-0.036,455.3,0.725,75038.2,-,-21,"9,283",-21,2018.00
240,Stryker2018,12444,0.099,1020,-0.381,22197,60041.3,12,"33,000",12,2018.00
241,Jefferies Financial Group2018,12407.9,0.141,171.7,0.321,47169.1,8097.6,21,"12,700",21,2018.00
242,VF2018,12399.6,0.016,614.9,-0.428,9958.5,29403.3,-12,"69,000",-12,2018.00
243,ADP2018,12379.8,0.061,1733.4,0.161,37180,50302.2,-3,"58,000",-3,2018.00
244,Edison International2018,12320,0.038,565,-0.569,52580,20741.1,-9,"12,521",-9,2018.00
245,Biogen2018,12273.9,0.072,2539.1,-0.314,23652.6,57930.1,3,"7,300",3,2018.00
246,United States Steel2018,12250,0.194,387,-,9862,6199.9,33,"29,200",33,2018.00
247,Core-Mark Holding2018,12225,0.062,33.5,-0.382,1782.5,981.2,-,"8,413",-,2018.00
248,Bed Bath & Beyond2018,12215.8,0.009,685.1,-0.186,6846,2989.2,-15,"65,000",-15,2018.00
249,Oneok2018,12173.9,0.365,387.8,0.102,16845.9,23373.3,63,"2,470",63,2018.00
250,BB&T Corp.2018,12156,0.054,2394,-0.013,221642,40453.8,-5,"36,484",-5,2018.00
251,Becton Dickinson2018,12093,-0.031,1100,0.127,37734,57694.7,-26,"41,933",-26,2018.00
252,Ameriprise Financial2018,12075,0.029,1480,0.126,147470,21612.9,-13,"13,312",-13,2018.00
253,Farmers Insurance Exchange2018,12071.8,-0.035,-65.4,-,16164.8,-,-31,"13,015",-31,2018.00
254,First Data2018,12052,0.04,1465,2.488,48269,14865.4,-12,"22,000",-12,2018.00
255,Consolidated Edison2018,12033,-0.003,1525,0.225,48111,24192.3,-21,"15,591",-21,2018.00
256,Parker-Hannifin2018,12029.3,0.059,983.4,0.219,15489.9,22755.3,-5,"56,690",-5,2018.00
257,Anadarko Petroleum2018,11908,0.513,-456,-,42086,31131,87,"4,400",87,2018.00
258,Estee Lauder2018,11824,0.05,1249,0.121,11568,55063.6,-5,"46,000",-5,2018.00
259,State Street Corp.2018,11774,0.107,2177,0.016,238425,36688.2,12,"36,643",12,2018.00
260,Tesla2018,11758.8,0.68,-1961.4,-,28655.4,44954.7,123,"37,543",123,2018.00
261,Netflix2018,11692.7,0.324,558.9,1.994,19012.7,128166.7,53,"5,100",53,2018.00
262,Alcoa2018,11652,0.25,217,-,17447,8371.5,38,"14,600",38,2018.00
263,Discover Financial Services2018,11545,0.1,2099,-0.123,100087,25430.9,14,"16,500",14,2018.00
264,Praxair2018,11437,0.086,1247,-0.169,20436,41433.8,11,"26,461",11,2018.00
265,CSX2018,11408,0.031,5471,2.192,35739,49427.9,-8,"24,006",-8,2018.00
266,Xcel Energy2018,11404,0.027,1148,0.022,43030,23106.8,-10,"11,105",-10,2018.00
267,Unum Group2018,11286.8,0.022,994.2,0.067,64013.1,10530,-9,"9,400",-9,2018.00
268,Universal Health Services2018,11278.9,0.073,752.3,0.071,10761.8,11162.6,8,"72,300",8,2018.00
269,NRG Energy2018,11275,-0.087,-2153,-,23318,9698.3,-40,"5,940",-40,2018.00
270,EOG Resources2018,11208.3,0.465,2582.6,-,29833.1,60913.2,86,"2,664",86,2018.00
271,Sempra Energy2018,11207,0.101,256,-0.813,50454,29351.4,9,"16,046",9,2018.00
272,"Toys ""R"" Us2018",11146,-0.034,-612,-,7262,-,-28,"65,000",-28,2018.00
273,Group 1 Automotive2018,11123.7,0.022,213.4,0.451,4871.1,1366.4,-12,"14,108",-12,2018.00
274,Entergy2018,11074.5,0.021,411.6,-,46707.1,14297.5,-11,"13,504",-11,2018.00
275,Molson Coors Brewing2018,11002.8,1.252,1414.2,-0.284,30246.9,16238,247,"17,200",-,2018.00
276,L3 Technologies2018,11002,0.038,677,-0.046,12729,16283.3,-3,"38,000",-3,2018.00
277,Ball2018,10983,0.212,374,0.422,17169,13920.4,29,"18,300",29,2018.00
278,AutoZone2018,10888.7,0.024,1280.9,0.032,9259.8,17450.3,-8,"70,035",-8,2018.00
279,Murphy USA2018,10853.4,0.127,245.3,0.107,2331,2440.3,12,"6,900",12,2018.00
280,MGM Resorts International2018,10773.9,0.139,1960.3,0.78,29159.2,19844.3,17,"68,500",17,2018.00
281,Office Depot2018,10752,-0.209,181,-0.658,6323,1195.1,-78,"45,000",-78,2018.00
282,Huntsman2018,10592,0.097,636,0.951,10244,7090.4,7,"10,000",7,2018.00
283,Baxter International2018,10561,0.039,717,-0.856,17111,34979,-2,"47,000",-2,2018.00
284,Norfolk Southern2018,10551,0.067,5404,2.24,35711,41226.2,-,"27,110",-,2018.00
285,salesforce.com2018,10480,0.249,127.5,-0.29,21009.8,85073.5,41,"29,000",41,2018.00
286,Laboratory Corp. of America2018,10441.4,0.083,1268.2,0.732,16568,16482.3,4,"60,000",4,2018.00
287,W.W. Grainger2018,10424.9,0.028,585.7,-0.033,5804.3,15823.2,-5,"25,050",-5,2018.00
288,Qurate Retail2018,10404,-0.023,2441,0.977,24122,12587,-19,"28,255",-19,2018.00
289,Autoliv2018,10382.6,0.031,427.1,-0.247,8549.9,12710,-6,"67,352",-6,2018.00
290,Live Nation Entertainment2018,10337.4,0.237,-6,-3.045,7504.3,8772.2,40,"15,050",40,2018.00
291,Xerox2018,10265,-0.401,195,-,15946,7329.5,-129,"36,100",-129,2018.00
292,Leidos Holdings2018,10170,0.444,366,0.5,8990,9918.2,89,"31,000",89,2018.00
293,Corning2018,10116,0.077,-497,-1.135,27494,23676.6,5,"46,200",5,2018.00
294,Lithia Motors2018,10086.5,0.162,245.2,0.244,4683.1,2515.1,24,"12,899",24,2018.00
295,Expedia Group2018,10059.8,0.147,378,0.341,18515.6,16763.9,22,"22,615",22,2018.00
296,Republic Services2018,10041.5,0.07,1278.4,1.087,21147,21832.2,3,"35,000",3,2018.00
297,Jacobs Engineering Group2018,10022.8,-0.086,293.7,0.396,7380.9,8379.9,-38,"49,750",-38,2018.00
298,Sonic Automotive2018,9867.2,0.014,93,-0.002,3818.5,803.7,-11,"9,750",-11,2018.00
299,Ally Financial2018,9866,0.003,929,-0.129,167148,11767.4,-13,"7,900",-13,2018.00
300,LKQ2018,9848,0.084,533.7,0.15,9366.9,11750.1,4,"43,000",4,2018.00
301,BorgWarner2018,9799.3,0.08,439.9,2.712,9787.6,10586,4,"29,000",4,2018.00
302,Fidelity National Financial2018,9769,0.023,771,0.186,9151,10983,-9,"24,525",-9,2018.00
303,SunTrust Banks2018,9741,0.063,2273,0.21,205962,31863.1,-,"23,785",-,2018.00
304,IQVIA Holdings2018,9739,0.416,1309,10.383,22742,20433.4,86,"55,000",86,2018.00
305,Reliance Steel & Aluminum2018,9721,0.129,613.4,1.016,7751,6244.4,15,"14,900",15,2018.00
306,Nvidia2018,9714,0.406,3047,0.829,11241,140112,81,"11,528",81,2018.00
307,Voya Financial2018,9660,-0.104,-2992,-,222532,8686.2,-41,"6,300",-41,2018.00
308,CenterPoint Energy2018,9614,0.277,1792,3.148,22736,11822.3,54,"7,977",54,2018.00
309,eBay2018,9567,0.065,-1016,-1.14,25981,40726.1,1,"14,100",1,2018.00
310,Eastman Chemical2018,9549,0.06,1384,0.621,15999,15072.5,-1,"14,000",-1,2018.00
311,American Family Insurance Group2018,9545.4,0.081,155.6,-0.522,24233,-,4,"11,307",4,2018.00
312,Steel Dynamics2018,9538.8,0.227,812.7,1.127,6855.7,10443.8,35,"7,635",35,2018.00
313,Pacific Life2018,9510,0.037,1365,0.657,157877,-,-11,"3,578",-11,2018.00
314,Chesapeake Energy2018,9496,0.206,949,-,12425,2745.9,29,"3,200",29,2018.00
315,Mohawk Industries2018,9491.3,0.059,971.6,0.044,12094.9,17283.1,-4,"38,800",-4,2018.00
316,Quanta Services2018,9466.5,0.237,315,0.588,6480.2,5281.1,39,"32,800",39,2018.00
317,Advance Auto Parts2018,9373.8,-0.02,475.5,0.035,8482.3,8770.1,-25,"55,500",-25,2018.00
318,Owens & Minor2018,9318.3,-0.042,72.8,-0.331,3376.3,961.3,-30,"8,600",-30,2018.00
319,United Natural Foods2018,9274.5,0.095,130.2,0.035,2886.6,2164.6,6,"9,700",6,2018.00
320,Tenneco2018,9274,0.078,207,-0.419,4842,2821.9,2,"32,000",2,2018.00
321,Conagra Brands2018,9234.8,-0.347,639.3,-,10096.3,14776.4,-124,"12,600",-124,2018.00
322,GameStop2018,9224.6,0.072,34.7,-0.902,5041.6,1278.5,-1,"39,500",-1,2018.00
323,Hormel Foods2018,9167.5,-0.037,846.7,-0.049,6975.9,18173.6,-28,"20,200",-28,2018.00
324,Hilton Worldwide Holdings2018,9140,-0.216,1259,2.618,14308,24957.2,-83,"163,000",-83,2018.00
325,Frontier Communications2018,9128,0.026,-1804,-,24884,581.8,-12,"22,736",-12,2018.00
326,Fidelity National Information Services2018,9123,-0.013,1319,1.322,24517,31892.6,-25,"53,000",-25,2018.00
327,Public Service Enterprise Group2018,9084,0.003,1574,0.775,42716,25359.4,-21,"12,945",-21,2018.00
328,Boston Scientific2018,9048,0.079,104,-0.7,19042,37687.8,-1,"29,000",-1,2018.00
329,O'Reilly Automotive2018,8977.7,0.045,1133.8,0.093,7571.9,20606.8,-6,"60,365",-6,2018.00
330,Charles Schwab2018,8960,0.172,2354,0.246,243274,70312.8,27,"17,600",27,2018.00
331,Global Partners2018,8920.6,0.083,58.8,-,2320.2,521.8,3,"2,000",3,2018.00
332,PVH2018,8914.8,0.087,537.8,-0.02,11885.7,11649.4,3,"28,050",3,2018.00
